ID,PROBABILITY_OF_DEFAULT,CREDIT_SCORE,RISK_BAND
5116274,0.089898266,503,Very High Risk
5116282,0.27040055,411,Very High Risk
5116283,0.00033378246,736,Medium Risk
5116284,0.00027871225,757,Medium Risk
5116285,0.00010346387,853,Low Risk
5116287,0.000157203,817,Low Risk
5116290,8.602682e-05,865,Low Risk
5116291,0.09868185,497,Very High Risk
5116293,9.014189e-05,862,Low Risk
5116294,9.12744e-05,861,Low Risk
5116295,0.00013812562,830,Low Risk
5116296,0.00015792686,817,Low Risk
5116297,0.0001206049,843,Low Risk
5116299,8.1884486e-05,868,Low Risk
5116301,0.85049033,326,Very High Risk
5116302,0.8631826,324,Very High Risk
5116303,0.7862394,332,Very High Risk
5116304,0.9458572,312,Very High Risk
5116305,0.95334363,310,Very High Risk
5116308,0.5844005,350,Very High Risk
5116310,0.00023792479,775,Medium Risk
5116311,0.39218453,378,Very High Risk
5116312,0.043789368,544,Very High Risk
5116313,0.00037723818,724,Medium Risk
5116315,0.8381588,327,Very High Risk
5116316,0.00062675664,678,High Risk
5116317,0.15653645,462,Very High Risk
5116325,0.05967222,528,Very High Risk
5116326,0.08485913,507,Very High Risk
5116327,0.0998632,496,Very High Risk
5116328,0.5515689,353,Very High Risk
5116329,0.5515689,353,Very High Risk
5116332,0.2930226,404,Very High Risk
5116333,0.19478473,443,Very High Risk
5116334,0.2930226,404,Very High Risk
5116338,0.19478473,443,Very High Risk
5116339,0.19478473,443,Very High Risk
5116340,0.20375356,438,Very High Risk
5116341,0.00021832323,784,Medium Risk
5116343,0.00012606016,839,Low Risk
5116345,0.00012373392,841,Low Risk
5116347,0.00014939571,823,Low Risk
5116348,0.0006436077,676,High Risk
5116353,0.011670554,596,Very High Risk
5116354,0.028594863,564,Very High Risk
5116357,0.026523888,568,Very High Risk
5116364,0.026523888,568,Very High Risk
5116374,0.00835647,604,High Risk
5116376,0.048921116,537,Very High Risk
5116378,0.00835647,604,High Risk
5116380,0.07606127,514,Very High Risk
5116381,0.08931447,504,Very High Risk
5116382,0.3234333,395,Very High Risk
5116383,0.15336758,464,Very High Risk
5116384,0.0026613139,626,High Risk
5116385,0.018204788,582,Very High Risk
5116386,0.39032277,379,Very High Risk
5116387,0.08959594,504,Very High Risk
5116388,0.041020237,547,Very High Risk
5116389,0.0019073191,632,High Risk
5116391,0.00019779608,794,Medium Risk
5116392,0.08959594,504,Very High Risk
5116393,0.028213508,565,Very High Risk
5116394,0.08959594,504,Very High Risk
5116396,0.00057136005,685,High Risk
5116397,0.00057136005,685,High Risk
5116398,0.01417743,590,Very High Risk
5116401,0.1607906,459,Very High Risk
5116402,0.00080582715,662,High Risk
5116403,0.00031414852,743,Medium Risk
5116408,0.00013490372,833,Low Risk
5116409,0.0001410074,828,Low Risk
5116410,0.082985856,509,Very High Risk
5116412,0.00022930307,779,Medium Risk
5116413,0.00024992594,770,Medium Risk
5116414,0.21280348,434,Very High Risk
5116415,0.00032826708,739,Medium Risk
5116416,0.07500937,515,Very High Risk
5116417,0.092365175,502,Very High Risk
5116419,0.0976353,498,Very High Risk
5116420,9.609306e-05,858,Low Risk
5116423,0.03041281,561,Very High Risk
5116424,0.03041281,561,Very High Risk
5116425,0.00014627248,825,Low Risk
5116426,0.01586697,587,Very High Risk
5116432,0.00013738254,831,Low Risk
5116434,0.54693633,354,Very High Risk
5116436,0.0003808373,723,Medium Risk
5116437,0.0005146617,693,High Risk
5116438,0.2335124,425,Very High Risk
5116439,0.29492465,403,Very High Risk
5116442,0.020344058,578,Very High Risk
5116446,0.00017115293,809,Low Risk
5116448,0.00012632078,839,Low Risk
5116455,0.8791741,322,Very High Risk
5116472,0.9442434,312,Very High Risk
5116474,4.5811325e-05,888,Low Risk
5116486,0.44707596,367,Very High Risk
5116487,0.42104292,373,Very High Risk
5116489,0.00015499523,819,Low Risk
5116490,0.52793753,356,Very High Risk
5116491,0.0010434521,649,High Risk
5116492,0.00044190307,708,Medium Risk
5116493,0.00044739837,707,Medium Risk
5116494,0.0006895964,671,High Risk
5116495,0.0006895964,671,High Risk
5116496,0.000100451776,855,Low Risk
5116498,0.0014943243,637,High Risk
5116499,0.0014943243,637,High Risk
5116501,0.06413818,524,Very High Risk
5116502,0.021172855,576,Very High Risk
5116503,0.091328055,502,Very High Risk
5116504,0.091328055,502,Very High Risk
5116505,3.705403e-05,892,Low Risk
5116509,0.00028856215,754,Medium Risk
5116518,0.68419385,340,Very High Risk
5116519,0.0010452011,649,High Risk
5116521,7.479528e-05,873,Low Risk
5116522,0.000291725,752,Medium Risk
5116524,0.20031804,440,Very High Risk
5116525,0.080503814,511,Very High Risk
5116526,0.07640459,514,Very High Risk
5116529,0.0013781769,639,High Risk
5116530,0.8519415,326,Very High Risk
5116531,0.92753273,316,Very High Risk
5116535,0.24323334,421,Very High Risk
5116536,0.4475559,367,Very High Risk
5116538,0.0001768827,806,Low Risk
5116542,0.00012715235,838,Low Risk
5116543,0.00019359785,797,Medium Risk
5116544,0.00017050724,809,Low Risk
5116548,0.1947275,443,Very High Risk
5116549,0.2655678,413,Very High Risk
5116550,0.10889354,491,Very High Risk
5116551,0.02243493,575,Very High Risk
5116552,8.527963e-05,865,Low Risk
5116555,0.0002915943,752,Medium Risk
5116556,0.016491177,585,Very High Risk
5116558,0.0007606979,665,High Risk
5116559,0.00047820903,701,Medium Risk
5116563,0.00057982636,684,High Risk
5116565,0.0006248924,679,High Risk
5116566,0.00021973348,783,Medium Risk
5116567,0.00016284072,814,Low Risk
5116568,0.00016284072,814,Low Risk
5116569,0.00023495968,776,Medium Risk
5116571,0.00021973348,783,Medium Risk
5116573,0.45846123,365,Very High Risk
5116578,0.00012157689,842,Low Risk
5116579,0.00013935914,829,Low Risk
5116581,0.0018958442,632,High Risk
5116582,0.0013605056,640,High Risk
5116588,0.0003696966,726,Medium Risk
5116590,0.00027124357,760,Medium Risk
5116593,0.00032245126,741,Medium Risk
5116594,0.50797796,358,Very High Risk
5116596,0.00036479012,728,Medium Risk
5116597,0.00044434034,707,Medium Risk
5116598,0.00048228304,700,Medium Risk
5116599,0.0005195987,693,High Risk
5116600,0.00086794206,658,High Risk
5116601,0.4801946,362,Very High Risk
5116603,0.0017177083,634,High Risk
5116605,0.21308213,434,Very High Risk
5116606,0.0001338437,833,Low Risk
5116609,0.00027483725,759,Medium Risk
5116610,0.00027875663,757,Medium Risk
5116611,0.0001858295,801,Low Risk
5116612,9.6566684e-05,857,Low Risk
5116614,0.023667034,573,Very High Risk
5116615,0.023667034,573,Very High Risk
5116616,0.023667034,573,Very High Risk
5116617,0.2958365,403,Very High Risk
5116620,0.023667034,573,Very High Risk
5116621,0.24230458,422,Very High Risk
5116623,0.1066103,492,Very High Risk
5116624,0.00040751774,716,Medium Risk
5116629,0.00034005713,735,Medium Risk
5116630,0.00043076585,710,Medium Risk
5116631,0.00017787602,805,Low Risk
5116632,0.06462275,523,Very High Risk
5116633,0.00018710073,800,Low Risk
5116635,0.00024448396,772,Medium Risk
5116639,0.31160495,398,Very High Risk
5116640,0.04301171,545,Very High Risk
5116641,0.09819842,497,Very High Risk
5116642,0.00015528443,819,Low Risk
5116643,0.09819842,497,Very High Risk
5116644,0.21201435,434,Very High Risk
5116645,0.056802783,530,Very High Risk
5116646,0.09674308,499,Very High Risk
5116647,0.005622995,613,High Risk
5116650,0.011620073,596,Very High Risk
5116651,0.011620073,596,Very High Risk
5116652,0.011620073,596,Very High Risk
5116653,0.011620073,596,Very High Risk
5116654,0.011620073,596,Very High Risk
5116655,0.011620073,596,Very High Risk
5116656,0.4563033,366,Very High Risk
5116658,0.4563033,366,Very High Risk
5116660,0.39575395,377,Very High Risk
5116661,0.10000867,496,Very High Risk
5116664,0.0025119868,627,High Risk
5116665,0.3665101,384,Very High Risk
5116666,0.09895347,497,Very High Risk
5116667,0.6142712,347,Very High Risk
5116668,0.62170535,346,Very High Risk
5116669,0.0012483685,643,High Risk
5116674,0.11491544,487,Very High Risk
5116675,0.12137937,482,Very High Risk
5116676,0.05982345,528,Very High Risk
5116677,0.013898229,591,Very High Risk
5116679,0.85088074,326,Very High Risk
5116683,0.054401502,533,Very High Risk
5116684,0.00014900662,823,Low Risk
5116686,0.01609252,586,Very High Risk
5116691,0.0010433607,649,High Risk
5116692,0.16060112,459,Very High Risk
5116696,9.9583674e-05,855,Low Risk
5116697,0.00015493229,819,Low Risk
5116701,0.44942427,367,Very High Risk
5116702,0.020362927,578,Very High Risk
5116703,0.44942427,367,Very High Risk
5116707,0.12956704,478,Very High Risk
5116708,0.12956704,478,Very High Risk
5116709,0.53177404,356,Very High Risk
5116712,0.00023489204,776,Medium Risk
5116713,0.07432631,515,Very High Risk
5116714,0.054571252,533,Very High Risk
5116715,0.059192695,528,Very High Risk
5116716,0.08297147,509,Very High Risk
5116717,0.07432631,515,Very High Risk
5116718,0.031654418,560,Very High Risk
5116719,0.0005417131,689,High Risk
5116720,0.00023895055,774,Medium Risk
5116721,0.36613512,384,Very High Risk
5116722,0.00042898286,711,Medium Risk
5116723,0.00022291909,782,Medium Risk
5116724,0.00029665176,750,Medium Risk
5116725,0.00039383737,720,Medium Risk
5116729,9.40916e-05,859,Low Risk
5116730,5.1493207e-05,886,Low Risk
5116731,2.6970072e-05,896,Low Risk
5116732,4.3825676e-05,889,Low Risk
5116735,6.08406e-05,881,Low Risk
5116738,0.21038786,435,Very High Risk
5116741,0.06900571,520,Very High Risk
5116742,0.06900571,520,Very High Risk
5116745,0.90383166,319,Very High Risk
5116746,0.90383166,319,Very High Risk
5116747,0.060096074,527,Very High Risk
5116751,0.055700596,531,Very High Risk
5116755,8.031829e-05,869,Low Risk
5116756,8.505393e-05,866,Low Risk
5116757,0.8074016,330,Very High Risk
5116761,0.9828099,303,Very High Risk
5116762,0.9828099,303,Very High Risk
5116763,0.9828099,303,Very High Risk
5116767,0.00025622718,766,Medium Risk
5116775,0.00012688928,839,Low Risk
5116776,0.0003024767,748,Medium Risk
5116780,0.0003356252,736,Medium Risk
5116782,0.00015277197,820,Low Risk
5116783,0.0004158829,713,Medium Risk
5116784,0.0004158829,713,Medium Risk
5116785,0.00037001426,726,Medium Risk
5116787,0.110959105,489,Very High Risk
5116797,0.5662013,352,Very High Risk
5116798,0.7004574,339,Very High Risk
5116799,0.70267904,339,Very High Risk
5116800,0.00018359348,802,Low Risk
5116801,0.00013364806,833,Low Risk
5116802,0.00054297363,689,High Risk
5116805,0.86930084,324,Very High Risk
5116809,0.000379371,724,Medium Risk
5116810,0.000379371,724,Medium Risk
5116811,0.000379371,724,Medium Risk
5116812,0.000379371,724,Medium Risk
5116813,0.0001749222,807,Low Risk
5116815,9.7400036e-05,857,Low Risk
5116816,9.7400036e-05,857,Low Risk
5116817,6.552634e-05,878,Low Risk
5116818,4.842127e-05,887,Low Risk
5116821,0.0106277745,599,Very High Risk
5116822,0.0064739124,610,High Risk
5116823,0.6556836,342,Very High Risk
5116824,0.0008755953,658,High Risk
5116826,0.021289915,576,Very High Risk
5116828,3.8915074e-05,891,Low Risk
5116832,0.0004874606,699,High Risk
5116833,0.00024715063,771,Medium Risk
5116834,0.00024715063,771,Medium Risk
5116836,0.00012876157,837,Low Risk
5116838,0.00029376833,752,Medium Risk
5116845,0.79155374,332,Very High Risk
5116846,0.79155374,332,Very High Risk
5116851,0.0005942559,682,High Risk
5116853,0.16159831,459,Very High Risk
5116854,0.16493066,457,Very High Risk
5116859,0.20333058,438,Very High Risk
5116861,0.11509409,487,Very High Risk
5116862,0.015803024,587,Very High Risk
5116867,0.110681295,490,Very High Risk
5116868,0.00015729642,817,Low Risk
5116870,0.17229664,453,Very High Risk
5116872,0.08880289,504,Very High Risk
5116873,0.40825665,375,Very High Risk
5116875,0.069740474,519,Very High Risk
5116877,0.000104833685,852,Low Risk
5116878,2.535931e-05,897,Low Risk
5116879,0.00012322384,841,Low Risk
5116880,0.0014135715,639,High Risk
5116881,0.7544116,335,Very High Risk
5116882,0.72172016,337,Very High Risk
5116883,0.9094775,319,Very High Risk
5116884,0.00027225036,760,Medium Risk
5116885,0.00036027306,729,Medium Risk
5116889,0.0002118593,787,Medium Risk
5116891,0.24420126,421,Very High Risk
5116892,0.18359262,448,Very High Risk
5116893,0.2141523,433,Very High Risk
5116896,0.4617401,365,Very High Risk
5116902,0.0050244555,615,High Risk
5116903,0.5347283,355,Very High Risk
5116905,5.8729605e-05,882,Low Risk
5116906,0.99295396,301,Very High Risk
5116910,0.89594483,320,Very High Risk
5116911,0.81741494,329,Very High Risk
5116912,0.019517565,579,Very High Risk
5116913,0.00024527826,772,Medium Risk
5116914,0.0050807963,615,High Risk
5116915,0.8240329,328,Very High Risk
5116916,0.00023255442,777,Medium Risk
5116917,0.024068836,572,Very High Risk
5116918,0.0025249815,627,High Risk
5116920,0.029801434,563,Very High Risk
5116921,0.00031775894,742,Medium Risk
5116922,0.00018537203,801,Low Risk
5116923,0.00031775894,742,Medium Risk
5116924,0.20355925,438,Very High Risk
5116926,0.018703433,581,Very High Risk
5116928,0.000563316,686,High Risk
5116931,0.18307702,448,Very High Risk
5116932,0.41487855,374,Very High Risk
5116933,0.56401366,352,Very High Risk
5116935,0.045478214,542,Very High Risk
5116937,4.080463e-05,890,Low Risk
5116939,0.00020667356,790,Medium Risk
5116947,0.36923233,383,Very High Risk
5116948,0.11597219,486,Very High Risk
5116950,0.013315685,592,Very High Risk
5116951,0.014660617,589,Very High Risk
5116952,0.00031991344,741,Medium Risk
5116953,0.27525994,409,Very High Risk
5116954,0.0002596445,765,Medium Risk
5116955,0.0003856055,722,Medium Risk
5116956,0.0003284753,738,Medium Risk
5116957,0.00041432952,714,Medium Risk
5116959,0.17463835,452,Very High Risk
5116963,7.793381e-05,871,Low Risk
5116966,0.00023934363,774,Medium Risk
5116967,0.36402032,384,Very High Risk
5116968,0.14261517,470,Very High Risk
5116969,0.0003679817,727,Medium Risk
5116971,0.719193,337,Very High Risk
5116975,0.013366255,592,Very High Risk
5116977,0.0004039438,717,Medium Risk
5116981,0.3694314,383,Very High Risk
5116983,0.00016350226,813,Low Risk
5116986,0.00080379716,662,High Risk
5116988,0.00051540177,693,High Risk
5116990,0.00036975686,726,Medium Risk
5116992,0.54082125,354,Very High Risk
5116994,0.0026979398,626,High Risk
5116997,0.47532308,362,Very High Risk
5116999,0.32176945,395,Very High Risk
5117001,0.35216707,387,Very High Risk
5117002,0.9904897,301,Very High Risk
5117003,0.8936964,321,Very High Risk
5117005,0.0003319169,737,Medium Risk
5117007,0.7848681,333,Very High Risk
5117008,0.00024834136,770,Medium Risk
5117009,0.00012885466,837,Low Risk
5117013,0.25739324,416,Very High Risk
5117014,0.11699951,486,Very High Risk
5117015,0.00036294284,728,Medium Risk
5117016,0.00037793306,724,Medium Risk
5117019,0.0001561331,818,Low Risk
5117020,9.787394e-05,856,Low Risk
5117022,0.20655294,437,Very High Risk
5117027,7.9482765e-05,870,Low Risk
5117028,7.1721835e-05,875,Low Risk
5117030,0.00024258392,773,Medium Risk
5117038,0.077151775,514,Very High Risk
5117039,0.0007787083,664,High Risk
5117040,0.015936755,586,Very High Risk
5117041,0.05220064,535,Very High Risk
5117043,0.040672485,547,Very High Risk
5117045,8.023661e-05,869,Low Risk
5117047,0.33886185,391,Very High Risk
5117048,0.0011646167,645,High Risk
5117053,0.0008253318,660,High Risk
5117054,0.10678072,492,Very High Risk
5117055,0.551594,353,Very High Risk
5117057,0.19748323,441,Very High Risk
5117059,9.5395444e-05,858,Low Risk
5117060,0.07762976,513,Very High Risk
5117062,0.43271348,370,Very High Risk
5117063,0.00025883873,765,Medium Risk
5117064,0.17578022,452,Very High Risk
5117065,0.0007009165,670,High Risk
5117066,0.18993887,445,Very High Risk
5117070,0.32793242,393,Very High Risk
5117071,0.2634846,413,Very High Risk
5117072,0.58688915,349,Very High Risk
5117073,0.43001205,371,Very High Risk
5117078,0.18320103,448,Very High Risk
5117080,0.4855548,361,Very High Risk
5117081,0.00097280205,652,High Risk
5117084,0.028214907,565,Very High Risk
5117086,0.00030144493,748,Medium Risk
5117088,0.9379428,314,Very High Risk
5117098,0.023442583,573,Very High Risk
5117102,0.1720619,454,Very High Risk
5117104,0.00037172015,726,Medium Risk
5117105,0.034785077,555,Very High Risk
5117107,0.00031853237,742,Medium Risk
5117118,0.62600684,346,Very High Risk
5117121,0.06945606,520,Very High Risk
5117122,0.97817755,305,Very High Risk
5117128,0.044645295,543,Very High Risk
5117130,0.0011815616,645,High Risk
5117131,0.021289691,576,Very High Risk
5117132,0.001750916,633,High Risk
5117134,0.001539567,636,High Risk
5117135,0.0011338611,646,High Risk
5117136,0.0002655071,763,Medium Risk
5117139,0.34132713,390,Very High Risk
5117141,0.00022332394,781,Medium Risk
5117153,0.00013543139,832,Low Risk
5117154,0.00013543139,832,Low Risk
5117155,0.0001895133,799,Medium Risk
5117156,0.00027716975,758,Medium Risk
5117157,2.490685e-05,897,Low Risk
5117159,0.070219934,519,Very High Risk
5117160,0.081524946,510,Very High Risk
5117161,0.00017571256,806,Low Risk
5117163,0.00011898001,844,Low Risk
5117164,0.070219934,519,Very High Risk
5117165,0.20139958,439,Very High Risk
5117167,0.19903778,440,Very High Risk
5117168,0.070219934,519,Very High Risk
5117169,0.070219934,519,Very High Risk
5117170,0.10885873,491,Very High Risk
5117171,0.0141845625,590,Very High Risk
5117175,0.00026668195,762,Medium Risk
5117176,0.00023380521,776,Medium Risk
5117177,0.00076075114,665,High Risk
5117178,0.001432656,638,High Risk
5117179,0.001432656,638,High Risk
5117180,0.001432656,638,High Risk
5117182,0.00010319369,853,Low Risk
5117186,0.00011012768,849,Low Risk
5117189,0.05654301,530,Very High Risk
5117193,0.00022355145,781,Medium Risk
5117194,0.048931487,537,Very High Risk
5117199,0.9030216,319,Very High Risk
5117200,0.72727543,337,Very High Risk
5117201,0.17423017,452,Very High Risk
5117202,0.17423017,452,Very High Risk
5117203,0.23349103,425,Very High Risk
5117204,0.010520069,599,Very High Risk
5117206,0.0018980734,632,High Risk
5117207,0.0018980734,632,High Risk
5117209,0.0018980734,632,High Risk
5117210,0.021524947,576,Very High Risk
5117211,0.00012013556,843,Low Risk
5117213,0.00012013556,843,Low Risk
5117215,0.16750099,456,Very High Risk
5117217,0.5319023,356,Very High Risk
5117218,0.00022596464,780,Medium Risk
5117220,0.00057143194,685,High Risk
5117221,0.0005012956,696,High Risk
5117222,9.6492135e-05,857,Low Risk
5117223,0.00018296593,803,Low Risk
5117224,0.00024054058,774,Medium Risk
5117226,0.00027592524,758,Medium Risk
5117230,0.00030579205,747,Medium Risk
5117231,0.4143459,374,Very High Risk
5117233,0.00025493154,767,Medium Risk
5117234,0.00015058737,822,Low Risk
5117235,0.011093964,598,Very High Risk
5117236,9.7919874e-05,856,Low Risk
5117237,4.3540575e-05,889,Low Risk
5117241,0.00034707188,733,Medium Risk
5117242,0.14211206,470,Very High Risk
5117243,0.00048212465,700,Medium Risk
5117244,0.00048212465,700,Medium Risk
5117245,0.028257657,565,Very High Risk
5117247,0.028257657,565,Very High Risk
5117248,0.0006880272,671,High Risk
5117249,0.00048212465,700,Medium Risk
5117250,0.00079776434,663,High Risk
5117251,0.00045410986,705,Medium Risk
5117254,0.71842086,337,Very High Risk
5117255,0.9265016,316,Very High Risk
5117256,0.30755422,399,Very High Risk
5117257,0.11724162,486,Very High Risk
5117258,0.00067698903,672,High Risk
5117259,0.64856505,343,Very High Risk
5117261,0.0011328625,646,High Risk
5117262,0.0010700118,648,High Risk
5117264,0.12202038,482,Very High Risk
5117266,0.0004408905,708,Medium Risk
5117267,0.17084253,454,Very High Risk
5117268,0.00058764324,683,High Risk
5117269,0.17980179,450,Very High Risk
5117271,0.47340003,363,Very High Risk
5117272,4.417297e-05,889,Low Risk
5117273,4.0230007e-05,891,Low Risk
5117274,0.00040059316,718,Medium Risk
5117275,0.43172595,370,Very High Risk
5117276,0.00036519708,728,Medium Risk
5117278,0.01787631,582,Very High Risk
5117279,0.00037886595,724,Medium Risk
5117280,0.00036519708,728,Medium Risk
5117281,0.036509242,553,Very High Risk
5117282,0.32332838,395,Very High Risk
5117283,0.0003609073,729,Medium Risk
5117284,0.000461025,704,Medium Risk
5117285,0.00040059316,718,Medium Risk
5117286,0.28851178,405,Very High Risk
5117287,0.00036519708,728,Medium Risk
5117288,0.00036519708,728,Medium Risk
5117289,0.00036519708,728,Medium Risk
5117290,0.44584924,368,Very High Risk
5117295,0.00042959856,711,Medium Risk
5117298,0.0018864961,632,High Risk
5117299,0.003489393,622,High Risk
5117307,0.6022685,348,Very High Risk
5117311,0.16302,458,Very High Risk
5117313,0.9894512,302,Very High Risk
5117316,0.00067803054,672,High Risk
5117317,0.2555345,416,Very High Risk
5117319,0.5039456,359,Very High Risk
5117323,0.0011808538,645,High Risk
5117324,0.00011870226,844,Low Risk
5117325,2.6730559e-05,896,Low Risk
5117326,0.08772753,505,Very High Risk
5117329,8.6369335e-05,864,Low Risk
5117330,0.006440415,610,High Risk
5117331,0.06900937,520,Very High Risk
5117332,0.06900937,520,Very High Risk
5117334,0.0033462115,623,High Risk
5117335,0.0033462115,623,High Risk
5117338,0.00020513928,791,Medium Risk
5117342,0.34586757,389,Very High Risk
5117344,0.2904877,405,Very High Risk
5117345,0.00043553836,709,Medium Risk
5117350,0.24977455,418,Very High Risk
5117351,0.00036068662,729,Medium Risk
5117356,0.09726928,498,Very High Risk
5117357,0.09726928,498,Very High Risk
5117360,0.00042650983,711,Medium Risk
5117364,0.00040156583,717,Medium Risk
5117365,0.0058470387,612,High Risk
5117366,0.117669605,485,Very High Risk
5117367,0.107245624,491,Very High Risk
5117374,0.00092200574,655,High Risk
5117376,0.19876568,440,Very High Risk
5117377,0.018721344,581,Very High Risk
5117385,0.33000278,393,Very High Risk
5117386,0.111557476,489,Very High Risk
5117388,0.27076554,411,Very High Risk
5117389,0.111557476,489,Very High Risk
5117390,0.111557476,489,Very High Risk
5117391,0.20765457,436,Very High Risk
5117392,0.111557476,489,Very High Risk
5117393,0.23297244,425,Very High Risk
5117394,0.07405299,515,Very High Risk
5117396,0.0001295289,837,Low Risk
5117397,0.58487284,350,Very High Risk
5117398,0.07249701,517,Very High Risk
5117399,0.07249701,517,Very High Risk
5117404,0.00027222157,760,Medium Risk
5117407,0.00018787515,800,Low Risk
5117410,0.27555057,409,Very High Risk
5117413,0.70685005,338,Very High Risk
5117414,0.00018012982,804,Low Risk
5117416,0.7880026,332,Very High Risk
5117419,0.61567235,347,Very High Risk
5117421,0.00011161764,848,Low Risk
5117422,0.0559044,531,Very High Risk
5117423,0.0001065558,851,Low Risk
5117425,0.08437853,508,Very High Risk
5117427,7.6409204e-05,872,Low Risk
5117428,0.000114486,847,Low Risk
5117429,3.3823333e-05,894,Low Risk
5117431,0.00029004857,753,Medium Risk
5117432,0.08683643,506,Very High Risk
5117433,0.00029004857,753,Medium Risk
5117434,0.0002291844,779,Medium Risk
5117435,0.045411166,542,Very High Risk
5117436,0.045411166,542,Very High Risk
5117439,0.0004602423,704,Medium Risk
5117441,0.049889315,537,Very High Risk
5117442,0.2600642,415,Very High Risk
5117444,0.2600642,415,Very High Risk
5117445,0.25885877,415,Very High Risk
5117446,0.2600642,415,Very High Risk
5117447,0.25881377,415,Very High Risk
5117448,0.038977105,550,Very High Risk
5117449,0.038977105,550,Very High Risk
5117450,0.9018415,319,Very High Risk
5117451,0.038977105,550,Very High Risk
5117452,0.038977105,550,Very High Risk
5117453,0.038977105,550,Very High Risk
5117459,0.0838523,508,Very High Risk
5117461,0.07134768,518,Very High Risk
5117463,0.017562686,583,Very High Risk
5117464,0.017562686,583,Very High Risk
5117467,0.017562686,583,Very High Risk
5117469,0.017562686,583,Very High Risk
5117470,0.017562686,583,Very High Risk
5117471,0.017562686,583,Very High Risk
5117473,0.017562686,583,Very High Risk
5117475,0.017562686,583,Very High Risk
5117476,0.017562686,583,Very High Risk
5117477,0.017562686,583,Very High Risk
5117478,0.94955593,311,Very High Risk
5117479,0.96464133,308,Very High Risk
5117481,0.9601597,309,Very High Risk
5117484,0.00036773834,727,Medium Risk
5117485,0.15547423,462,Very High Risk
5117486,0.24903466,419,Very High Risk
5117487,0.00018545054,801,Low Risk
5117488,0.00018545054,801,Low Risk
5117496,0.0008257684,660,High Risk
5117497,0.00029798487,750,Medium Risk
5117499,0.00029798487,750,Medium Risk
5117501,0.0019499599,632,High Risk
5117506,0.00029239914,752,Medium Risk
5117507,0.00025766937,766,Medium Risk
5117508,0.0422378,546,Very High Risk
5117512,0.06701291,522,Very High Risk
5117513,0.055819534,531,Very High Risk
5117518,0.049927123,537,Very High Risk
5117519,0.07134867,518,Very High Risk
5117522,0.07134867,518,Very High Risk
5117523,0.065327734,523,Very High Risk
5117524,0.046866905,540,Very High Risk
5117526,0.07134867,518,Very High Risk
5117527,0.062285922,525,Very High Risk
5117528,0.05269107,534,Very High Risk
5117529,7.05957e-05,875,Low Risk
5117530,0.14502864,469,Very High Risk
5117531,0.00019094913,798,Medium Risk
5117534,0.1188827,484,Very High Risk
5117535,0.1188827,484,Very High Risk
5117536,0.009333987,602,High Risk
5117537,0.000487892,699,High Risk
5117538,0.000487892,699,High Risk
5117539,0.00041182572,715,Medium Risk
5117540,0.0007913588,663,High Risk
5117543,0.23794898,424,Very High Risk
5117544,0.0004044734,717,Medium Risk
5117550,9.824994e-05,856,Low Risk
5117551,0.00021198436,787,Medium Risk
5117552,0.028095119,565,Very High Risk
5117553,0.019068217,580,Very High Risk
5117557,0.21214017,434,Very High Risk
5117560,0.29133636,404,Very High Risk
5117561,0.53791374,355,Very High Risk
5117562,0.46219948,365,Very High Risk
5117563,0.42738602,371,Very High Risk
5117568,0.3717892,383,Very High Risk
5117569,0.3717892,383,Very High Risk
5117570,0.3775512,381,Very High Risk
5117571,0.0001859151,801,Low Risk
5117572,0.00030121394,748,Medium Risk
5117573,0.0003451459,733,Medium Risk
5117574,0.3775512,381,Very High Risk
5117576,0.0024154708,628,High Risk
5117577,0.44936147,367,Very High Risk
5117578,0.002254183,629,High Risk
5117579,0.0028413353,625,High Risk
5117580,0.12262535,482,Very High Risk
5117581,0.16381311,458,Very High Risk
5117582,0.12315205,481,Very High Risk
5117583,0.06068597,527,Very High Risk
5117584,0.05998265,528,Very High Risk
5117591,0.00019597083,795,Medium Risk
5117592,0.0004940894,698,High Risk
5117593,0.0005114095,694,High Risk
5117594,0.00019597083,795,Medium Risk
5117596,0.0005881433,683,High Risk
5117598,0.00035598475,730,Medium Risk
5117600,0.007504278,607,High Risk
5117601,0.00021490514,786,Medium Risk
5117602,0.00011406363,847,Low Risk
5117603,0.00022545546,780,Medium Risk
5117604,0.00011406363,847,Low Risk
5117605,0.00015399144,820,Low Risk
5117609,5.86908e-05,882,Low Risk
5117611,0.30689958,399,Very High Risk
5117612,0.0046716877,617,High Risk
5117613,0.00022545546,780,Medium Risk
5117614,0.03537359,554,Very High Risk
5117615,0.015335165,588,Very High Risk
5117616,0.020980723,577,Very High Risk
5117617,0.020980723,577,Very High Risk
5117618,0.025525622,570,Very High Risk
5117619,0.01613665,586,Very High Risk
5117620,0.036604907,552,Very High Risk
5117621,0.013498212,592,Very High Risk
5117622,4.815088e-05,887,Low Risk
5117623,0.00012419575,840,Low Risk
5117624,0.40240046,376,Very High Risk
5117625,0.00030456248,747,Medium Risk
5117626,0.0001772271,806,Low Risk
5117627,5.927492e-05,881,Low Risk
5117628,0.0003805083,723,Medium Risk
5117629,0.00030456248,747,Medium Risk
5117631,0.040158473,548,Very High Risk
5117632,0.15534694,462,Very High Risk
5117635,0.00037585167,725,Medium Risk
5117636,0.07391476,516,Very High Risk
5117639,0.0046669254,617,High Risk
5117640,0.054428536,533,Very High Risk
